seed,gridsize,ncount,method,besttour,runtime
81,5000,26,4,21145,0.003704
81,5000,26,6,21145,14.998142
7,5000,27,2,,
7,5000,27,4,21890,0.012217
7,5000,27,6,21890,32.292094
29,5000,28,2,,
29,5000,28,4,22433,0.005342
29,5000,28,6,22433,69.424654
64,5000,29,2,27306,14.594522
64,5000,29,4,23873,0.008697
64,5000,29,6,,
7,5000,30,2,,
7,5000,30,4,22469,0.041091
7,5000,30,6,,
65,5000,31,2,28881,4.314319
65,5000,31,4,25187,0.003823
65,5000,31,6,,
15,5000,32,2,27094,20.851221
15,5000,32,4,24561,0.003563
15,5000,32,6,,
56,100,26,2,515,3.543853
56,100,26,4,451,0.713786
56,100,26,6,451,48.914523
27,100,27,2,493,12.535468
27,100,27,4,453,0.004741
27,100,27,6,453,101.013186
34,100,28,2,499,79.953954
34,100,28,4,448,0.004274
34,100,28,6,,
47,100,29,2,551,0.807347
47,100,29,4,472,0.004133
47,100,29,6,,
76,100,30,2,,
76,100,30,4,447,0.004531
76,100,30,6,,
47,100,31,2,514,1.404001
47,100,31,4,486,0.005392
47,100,31,6,,
87,100,32,2,462,104.661827
87,100,32,4,438,0.011851
87,100,32,6,,
24,1000,26,2,5236,0.664559
24,1000,26,4,4557,0.00328
24,1000,26,6,4557,15.026005
54,1000,27,2,4154,0.116254
54,1000,27,4,4075,0.002494
54,1000,27,6,4075,32.314567
60,1000,28,2,,
60,1000,28,4,4207,0.011396
60,1000,28,6,,
62,1000,29,2,4814,32.585005
62,1000,29,4,4624,0.185837
62,1000,29,6,,
54,1000,30,2,4548,5.28019
54,1000,30,4,4364,0.38367
54,1000,30,6,,
37,1000,31,2,5233,5.592721
37,1000,31,4,4475,1.019859
37,1000,31,6,,
84,1000,32,2,5267,0.547349
84,1000,32,4,4866,0.586251
84,1000,32,6,,
45,5000,26,2,23145,5.389228
45,5000,26,4,22614,0.248443
45,5000,26,6,,
77,5000,27,2,21878,14.21152
77,5000,27,4,20786,0.221397
77,5000,27,6,,
36,5000,28,2,20678,0.884752
36,5000,28,4,19534,0.696282
36,5000,28,6,,
61,5000,29,2,26751,594.194721
61,5000,29,4,25024,0.01287
61,5000,29,6,,
21,5000,30,2,28072,31.135818
21,5000,30,4,23928,0.004222
21,5000,30,6,,
77,5000,31,2,23509,135.378063
77,5000,31,4,22201,0.008012
77,5000,31,6,,
32,5000,32,2,24722,106.928867
32,5000,32,4,23345,0.008341
32,5000,32,6,,
59,100,26,2,,
59,100,26,4,458,0.007793
59,100,26,6,458,15.056905
53,100,27,2,381,0.111425
53,100,27,4,379,0.003117
53,100,27,6,379,47.260854
94,100,28,2,464,0.798083
94,100,28,4,443,0.005238
94,100,28,6,443,69.637975
41,100,29,2,439,0.026703
41,100,29,4,432,0.002062
41,100,29,6,,
90,100,30,2,506,65.326401
90,100,30,4,465,0.064262
90,100,30,6,,
22,100,31,2,504,6.110263
22,100,31,4,473,0.0157
22,100,31,6,,
22,100,32,2,525,33.451614
22,100,32,4,489,0.013861
22,100,32,6,,
81,1000,26,2,4813,0.021968
81,1000,26,4,4395,0.001752
81,1000,26,6,4395,15.043057
61,1000,27,2,4831,14.932991
61,1000,27,4,4354,0.003923
61,1000,27,6,4354,32.342651
59,1000,28,2,4385,1.766025
59,1000,28,4,4167,0.003077
59,1000,28,6,4167,78.767207
86,1000,29,2,5516,11.12386
86,1000,29,4,4846,0.005387
86,1000,29,6,,
17,1000,30,2,5730,199.114186
17,1000,30,4,4997,0.00632
17,1000,30,6,,
79,1000,31,2,5437,0.036159
79,1000,31,4,4616,0.002279
79,1000,31,6,,
42,1000,32,2,4338,0.182011
42,1000,32,4,4044,0.003413
42,1000,32,6,,
67,5000,26,2,21713,2.294083
67,5000,26,4,20961,0.00301
67,5000,26,6,20961,15.022367
85,5000,27,2,23459,1.221029
85,5000,27,4,22858,0.005902
85,5000,27,6,22858,32.307483
60,5000,28,2,25726,4.655094
60,5000,28,4,23119,0.004002
60,5000,28,6,,
34,5000,29,2,20401,16.484734
34,5000,29,4,19680,0.11458
34,5000,29,6,,
88,5000,30,2,24919,22.134129
88,5000,30,4,22806,0.005416
88,5000,30,6,,
98,5000,31,2,23595,485.453109
98,5000,31,4,22259,0.003941
98,5000,31,6,,
91,5000,32,2,27001,119.070574
91,5000,32,4,22854,0.004821
91,5000,32,6,,
28,100,26,2,490,283.081692
28,100,26,4,441,0.005414
28,100,26,6,441,83.385327
42,100,27,2,442,19.671773
42,100,27,4,424,0.004998
42,100,27,6,424,32.387378
66,100,28,2,529,5.61419
66,100,28,4,462,0.011158
66,100,28,6,462,69.515165
62,100,29,2,502,3.385039
62,100,29,4,479,0.002905
62,100,29,6,,
32,100,30,2,547,10.415041
32,100,30,4,508,0.023355
32,100,30,6,,
29,100,31,2,472,0.210456
29,100,31,4,469,0.003439
29,100,31,6,,
38,100,32,2,439,16.720161
38,100,32,4,428,0.005701
38,100,32,6,,
32,1000,26,2,5293,11.772488
32,1000,26,4,5076,0.007751
32,1000,26,6,5076,15.053695
2,1000,27,2,3989,0.238352
2,1000,27,4,3833,0.00262
2,1000,27,6,3833,77.625595
67,1000,28,2,4747,3.439495
67,1000,28,4,4514,0.00462
67,1000,28,6,,
62,1000,29,2,4814,32.439127
62,1000,29,4,4624,0.007472
62,1000,29,6,,
7,1000,30,2,3929,0.48355
7,1000,30,4,3892,0.003612
7,1000,30,6,,
60,1000,31,2,,
60,1000,31,4,4250,0.015304
60,1000,31,6,,
46,1000,32,2,5972,5.145431
46,1000,32,4,5237,0.01365
46,1000,32,6,,
63,5000,26,2,21759,1.539264
63,5000,26,4,20383,0.002642
63,5000,26,6,20383,15.057695
55,5000,27,2,25984,0.477205
55,5000,27,4,23791,0.003113
55,5000,27,6,23791,39.272538
66,5000,28,2,25078,11.686353
66,5000,28,4,22194,0.174569
66,5000,28,6,,
30,5000,29,2,25880,4.298621
30,5000,29,4,24277,0.005591
30,5000,29,6,,
71,5000,30,2,24056,0.72688
71,5000,30,4,23991,0.003425
71,5000,30,6,,
70,5000,31,2,26779,57.745027
70,5000,31,4,24241,0.015684
70,5000,31,6,,
38,5000,32,2,23794,19.554703
38,5000,32,4,23110,0.003346
38,5000,32,6,,
